TrainAcc,TrainLoss,ValidAcc,ValidLoss
0.4635416666666667,1.3940437684456508,0.5677083333333334,1.1454163044691086
0.61328125,1.0045098314682643,0.6484375,0.9619912405808767
0.650390625,0.9013248619933923,0.6432291666666666,0.8638735314210256
0.6744791666666666,0.8042991744975249,0.7005208333333334,0.7860278859734535
0.7102864583333334,0.7432154516379038,0.7291666666666666,0.7256508047382036
0.7376302083333334,0.6860269041111072,0.7421875,0.6832797875006994
0.7447916666666666,0.6536808609962463,0.7708333333333334,0.6359074550370375
0.767578125,0.6253933819631735,0.7942708333333334,0.626688614487648
0.7760416666666666,0.5946709339817365,0.8046875,0.5774478167295456
0.79296875,0.5698069135348002,0.8046875,0.562372725456953
0.8020833333333334,0.5610852508495251,0.8098958333333334,0.5377205424010754
0.783203125,0.5690303891897202,0.7916666666666666,0.5371597645183405
0.8014322916666666,0.5307518889506658,0.8151041666666666,0.5196576553086439
0.7981770833333334,0.5373478680849075,0.8125,0.5090510000785192
0.8020833333333334,0.516644274815917,0.8125,0.5080802962183952
0.8033854166666666,0.5214683283120394,0.8046875,0.4906466801961263
0.8131510416666666,0.4914349454144637,0.8203125,0.48815302054087323
0.8157552083333334,0.5013255874315897,0.8229166666666666,0.4813499500354131
0.8177083333333334,0.49696448507408303,0.8333333333333334,0.478172704577446
0.8203125,0.489715151488781,0.8333333333333334,0.44145342397193116
0.8248697916666666,0.47820581557850045,0.8463541666666666,0.4678709879517555
0.82421875,0.47893524418274563,0.859375,0.4445837376018365
0.8229166666666666,0.4710004013031721,0.8046875,0.47440097232659656
0.826171875,0.4645011369138956,0.8307291666666666,0.4716983921825886
0.8287760416666666,0.4577317542086045,0.8307291666666666,0.4401017390191555
0.83203125,0.43822212020556134,0.8489583333333334,0.4750881486882766
0.8333333333333334,0.45070636707047623,0.8515625,0.42822029006977874
0.8430989583333334,0.4322106735780835,0.84375,0.42869669385254383
0.8470052083333334,0.42832502846916515,0.8489583333333334,0.47366550626854104
0.8391927083333334,0.4371282647674282,0.8307291666666666,0.45746823586523533
0.837890625,0.437635467077295,0.84375,0.4561476359764735
0.8404947916666666,0.43109918261567753,0.8333333333333334,0.4393073748797178
0.8411458333333334,0.430263285835584,0.8333333333333334,0.45412230119109154
0.8483072916666666,0.42048204814394313,0.8411458333333334,0.4250718193749587
0.84375,0.4105067340036233,0.8385416666666666,0.44624463965495426
0.8470052083333334,0.4153449870646,0.8411458333333334,0.43024190453191596
0.845703125,0.41407034328828257,0.8671875,0.4285819393893083
0.8489583333333334,0.40406502845386666,0.8697916666666666,0.3930910962323348
0.8678385416666666,0.3819639726231496,0.859375,0.4042872233937184
0.8541666666666666,0.40885749738663435,0.8515625,0.4381638305882613
0.8548177083333334,0.38561313319951296,0.859375,0.40275556097428006
0.8580729166666666,0.3946247569595774,0.8489583333333334,0.42995911091566086
0.8606770833333334,0.3862433073421319,0.828125,0.4275971259921789
0.8639322916666666,0.3816280597820878,0.8567708333333334,0.4012637945512931
0.8645833333333334,0.3752940356110533,0.8567708333333334,0.40331801896293956
0.853515625,0.38712394920488197,0.8515625,0.47343747814496356
0.8528645833333334,0.3890787800773978,0.8541666666666666,0.4152081993718942
0.8639322916666666,0.38447487199058134,0.8671875,0.4176887857417266
0.853515625,0.38974479244401056,0.8619791666666666,0.40144253832598525
0.8619791666666666,0.3769730304678281,0.8567708333333334,0.4235003540913264
0.880859375,0.36987599916756153,0.8567708333333334,0.4063355475664139
0.87109375,0.3663494723538558,0.8645833333333334,0.38735686366756755
0.87109375,0.36353822859625023,0.8567708333333334,0.43239072275658447
0.8678385416666666,0.3621949041262269,0.8697916666666666,0.3775900260855754
0.873046875,0.35772759063790244,0.859375,0.40288965962827206
0.8684895833333334,0.37188488089789945,0.8463541666666666,0.40253888815641403
0.8671875,0.36037304997444153,0.8541666666666666,0.4176314305514097
0.8697916666666666,0.35930107813328505,0.8619791666666666,0.38660159582893056
0.8704427083333334,0.357361286568145,0.8489583333333334,0.41635811887681484
0.875,0.3586914308058719,0.8463541666666666,0.45492505344251793
0.8704427083333334,0.36611148994416,0.8515625,0.4271068557476004
0.8723958333333334,0.36332811942944926,0.8463541666666666,0.40899743139743805
0.8717447916666666,0.35066948023935157,0.8515625,0.40514168174316484
0.8795572916666666,0.3545303409919143,0.8541666666666666,0.4107985179871321
0.8802083333333334,0.34425828357537586,0.8411458333333334,0.44238760508596897
0.8776041666666666,0.35911787316824,0.8619791666666666,0.4054839080199599
0.87890625,0.3355871473128597,0.875,0.40983634752531845
0.8795572916666666,0.32998058494801324,0.8567708333333334,0.3694501332938671
0.8782552083333334,0.3382314893727501,0.8671875,0.3639353591327866
0.8834635416666666,0.33030461613088846,0.8489583333333334,0.3920279337714116
0.8743489583333334,0.34482167350749177,0.8697916666666666,0.39322500427563983
0.8834635416666666,0.3378495055561264,0.8515625,0.4126934440185626
0.8834635416666666,0.3346479460597038,0.8645833333333334,0.38935960705081624
0.8828125,0.32292588365574676,0.859375,0.3941284411897262
0.880859375,0.32551783478508395,0.8645833333333334,0.3980964766815305
0.884765625,0.32893065611521405,0.875,0.38338643684983253
0.8854166666666666,0.3210814413614571,0.8671875,0.39552102455248433
0.8854166666666666,0.31553258560597897,0.859375,0.3848673651615779
0.8893229166666666,0.3196467556990683,0.8723958333333334,0.37296372403701145
0.8951822916666666,0.30833215406164527,0.8619791666666666,0.3859594880292813
0.8893229166666666,0.33335109303394955,0.8619791666666666,0.419123796125253
0.8645833333333334,0.3631073947375019,0.8697916666666666,0.4010832446316878
0.8756510416666666,0.34033028439929086,0.8619791666666666,0.40478579234331846
0.87890625,0.3454870417093237,0.8645833333333334,0.4309684447944164
0.8854166666666666,0.3125330765421192,0.8619791666666666,0.4056777413934469
0.884765625,0.3273063264787197,0.8802083333333334,0.35475239840646583
0.890625,0.3195473072119057,0.8645833333333334,0.37955380603671074
0.8815104166666666,0.32211287366226315,0.8697916666666666,0.37381045209864777
0.8841145833333334,0.3219852487867077,0.8645833333333334,0.4087641214330991
0.892578125,0.3029958788926403,0.8828125,0.366006325930357
0.89453125,0.3066958828518788,0.8489583333333334,0.4005566481500864
0.8951822916666666,0.29678996140137315,0.8515625,0.42885844347377616
0.8932291666666666,0.3062145796914895,0.859375,0.38377318282922107
0.8919270833333334,0.30787677767996985,0.8645833333333334,0.3811899110053976
0.90234375,0.2994366670027375,0.8645833333333334,0.43800309114158154
0.8854166666666666,0.32284590353568393,0.8645833333333334,0.3796770839641492
0.8932291666666666,0.3053871598094702,0.8671875,0.38396954412261647
0.8932291666666666,0.290433737449348,0.8645833333333334,0.36691243139406043
0.841796875,0.462902473906676,0.8307291666666666,0.4734292229016622
0.8756510416666666,0.3884581703071793,0.8385416666666666,0.43781930953264236
0.8776041666666666,0.374968103133142,0.84375,0.41686105231444043
0.8828125,0.3488888901968797,0.8385416666666666,0.4197367678085963
0.8834635416666666,0.3500398164615035,0.8463541666666666,0.433684457714359
0.8782552083333334,0.3548586964607239,0.8411458333333334,0.41253726681073505
0.8828125,0.3398778655876716,0.8463541666666666,0.40390348993241787
0.8854166666666666,0.33189753303304315,0.8541666666666666,0.42536303711434204
0.888671875,0.3326750642930468,0.8567708333333334,0.39690024840335053
0.892578125,0.3244297953012089,0.8723958333333334,0.37981776737918455
0.8873697916666666,0.3195771848162015,0.8541666666666666,0.41703431649754447
0.8899739583333334,0.3191768731921911,0.8567708333333334,0.405379477267464
0.8912760416666666,0.31684134993702173,0.8671875,0.38963872628907364
0.8919270833333334,0.31317814718931913,0.875,0.38206599031885463
0.8971354166666666,0.3076338504130642,0.8567708333333334,0.42062656333049137
0.8893229166666666,0.31724262796342373,0.8854166666666666,0.3811147554467122
0.900390625,0.30659073606754345,0.8619791666666666,0.41356188151985407
0.9010416666666666,0.302330593423297,0.8776041666666666,0.3796032319466273
0.8984375,0.3092982885427773,0.8802083333333334,0.35558550370236236
0.9010416666666666,0.30325825077792007,0.8697916666666666,0.3739223399509986
0.8932291666666666,0.3033290185655157,0.8697916666666666,0.3715045278271039
0.8938802083333334,0.296556963895758,0.8723958333333334,0.36234842116634053
0.9055989583333334,0.28549383984257776,0.8697916666666666,0.39223499440898496
0.8984375,0.2998280200796823,0.8697916666666666,0.3669400674601396
0.9049479166666666,0.28150676221897203,0.8671875,0.37794027974208194
0.8984375,0.2974341455847025,0.8723958333333334,0.36982772685587406
0.896484375,0.2946017209130029,0.8723958333333334,0.3747476115822792
0.8997395833333334,0.29613553375626606,0.8723958333333334,0.37393718026578426
0.9036458333333334,0.2826757069366674,0.8958333333333334,0.34089405337969464
0.900390625,0.2925906029219429,0.8776041666666666,0.3588756037255128
0.8971354166666666,0.2814505420004328,0.8489583333333334,0.39670653113474447
0.9075520833333334,0.27579815639182925,0.875,0.371685237934192
0.904296875,0.2780155210445325,0.8854166666666666,0.34350165414313477
0.900390625,0.2739001626614481,0.8697916666666666,0.3641357248028119
0.9134114583333334,0.2744002941374977,0.8645833333333334,0.37527594109997153
0.9055989583333334,0.26826356956735253,0.8619791666666666,0.37685664277523756
0.9055989583333334,0.26760903497536975,0.859375,0.4271790844698747
0.90625,0.2660153309504191,0.8828125,0.34660650479296845
0.9036458333333334,0.27139715710654855,0.8619791666666666,0.35806969615320366
0.9029947916666666,0.26387829628462595,0.8932291666666666,0.3276383504271507
0.9153645833333334,0.2543373432320853,0.8723958333333334,0.3640896563107769
0.9140625,0.2541433717124164,0.8802083333333334,0.34621287571887177
0.9140625,0.2556545372741918,0.8697916666666666,0.38509709807112813
0.9088541666666666,0.25722656507665914,0.875,0.3606274522220095
0.9244791666666666,0.25293781359990436,0.8723958333333334,0.35787365585565567
0.90625,0.2627545128731678,0.8932291666666666,0.36004349775612354
0.9095052083333334,0.26646618203570444,0.8697916666666666,0.374102125565211
0.9108072916666666,0.25451019189010066,0.875,0.36315382178872824
0.9055989583333334,0.26085768872871995,0.8541666666666666,0.3714831688751777
0.9108072916666666,0.2555609804888566,0.8776041666666666,0.3760731623818477
0.9108072916666666,0.25550062612940866,0.8776041666666666,0.3587331815312306
0.9127604166666666,0.25493129855021834,0.8802083333333334,0.36901453292618197
0.904296875,0.2648383130629857,0.8645833333333334,0.3776726232220729
0.9231770833333334,0.2404979751445353,0.8776041666666666,0.3693038982649644
0.9225260416666666,0.23968263932814202,0.8854166666666666,0.33634131370733183
0.9186197916666666,0.23335845085481802,0.875,0.37964487199982005
0.9114583333333334,0.24881420734648904,0.8828125,0.3758859724427263
0.921875,0.23785138657937446,0.9010416666666666,0.352174311876297
0.9173177083333334,0.2398042675728599,0.8723958333333334,0.3620207856098811
0.9127604166666666,0.2511345564077298,0.8567708333333334,0.3903058101423085
0.9166666666666666,0.24785003811120987,0.8802083333333334,0.36371009796857834
0.9153645833333334,0.2501166562239329,0.8932291666666666,0.3222142706314723
0.9231770833333334,0.2264008759520948,0.8854166666666666,0.32255765050649643
0.9134114583333334,0.2411548785554866,0.8828125,0.3600942517320315
0.9225260416666666,0.22795703370744982,0.8723958333333334,0.36667586490511894
0.9173177083333334,0.2348403036594391,0.8697916666666666,0.3730833778778712
0.9173177083333334,0.23421860191350183,0.8828125,0.36981463991105556
0.9212239583333334,0.23226057877764106,0.875,0.35915884003043175
0.9173177083333334,0.22767006497209272,0.8723958333333334,0.36945963837206364
0.9173177083333334,0.23469508051251373,0.84375,0.4322549030184746
0.9192708333333334,0.22586353247364363,0.8880208333333334,0.3558189175091684
0.92578125,0.22172114928252995,0.8645833333333334,0.3814812987111509
0.9231770833333334,0.22003214340656996,0.8828125,0.3431370457013448
0.9264322916666666,0.21737722354009748,0.8854166666666666,0.3525509089231491
0.92578125,0.21598723577335477,0.8776041666666666,0.35047345235943794
0.931640625,0.20698339631780982,0.8697916666666666,0.36972060551246005
0.92578125,0.22395060071721673,0.8671875,0.3793020259278516
0.92578125,0.21684852164859572,0.8723958333333334,0.37110668048262596
0.9186197916666666,0.21055636112578213,0.8880208333333334,0.347314386939009
0.921875,0.2192434921550254,0.8802083333333334,0.3477928559295833
0.9251302083333334,0.2128346936466793,0.8723958333333334,0.3853943527986606
0.9244791666666666,0.2180206650712838,0.8802083333333334,0.38609734053413075
0.921875,0.2219375635807713,0.8932291666666666,0.342259564747413
0.9225260416666666,0.21520968650778136,0.890625,0.3553427954514821
0.9244791666666666,0.20401824063931903,0.8723958333333334,0.3531476293380062
0.9283854166666666,0.20321131854628524,0.8723958333333334,0.42086122060815495
0.921875,0.21656875917688012,0.890625,0.36653715061644715
0.923828125,0.2166188002253572,0.8723958333333334,0.362275290923814
0.9244791666666666,0.2092270601230363,0.8854166666666666,0.35561106105645496
0.9264322916666666,0.2148716296069324,0.8802083333333334,0.35900726169347763
0.9251302083333334,0.21139760113631687,0.8880208333333334,0.34872886693725985
0.9303385416666666,0.20173581518853703,0.8828125,0.3633334101177752
0.9270833333333334,0.2066734740510583,0.8723958333333334,0.38447537009293836
0.9225260416666666,0.21792754841347536,0.8880208333333334,0.3455311395227909
0.927734375,0.20476017869077623,0.8776041666666666,0.36181615603466827
0.9348958333333334,0.20398103523378572,0.8776041666666666,0.3783345411842068
0.927734375,0.20877000720550618,0.8723958333333334,0.3653544106831153
0.9309895833333334,0.19653977826237679,0.8828125,0.3790043859432141
0.9264322916666666,0.2083577549395462,0.8802083333333334,0.37550373530636233
0.927734375,0.20150777231901884,0.8619791666666666,0.38524975068867207
0.927734375,0.20828629611060023,0.8828125,0.3790210485458374
0.9309895833333334,0.19910722179338336,0.8802083333333334,0.34290783759206533
